TAG,CL,CD,NS,NR,SS,SR,SRT,PLT,TAG,Site_name,REGION,,,,,,,
9155,2,3,0,0,0,1,2.4,19,9155,Stone,WACST,,,,,,,
9207,2,3,0,0,0,0,2.4,19,9207,Stone,WACST,,,,,,,
1281,2,4,0,0,0,0,3.1,20,1281,Stone,ORSISL,,,,,,,
1331,2,3,0,0,0,0,2.9,20,1331,Stone,ORSISL,,,,,,,
1372,2,4,0,0,0,0,3,20,1372,Stone,ORSISL,,,,,,,
1422,2,3,0,0,0,0,2.6,20,1422,Stone,ORSISL,,,,,,,
1453,1,4,0,0,0,0,3.2,20,1453,Stone,ORSISL,,,,,,,
1508,1,3,0,0,0,0,2.9,20,1508,Stone,ORSISL,,,,,,,
1518,2,3,0,0,0,0,2.5,20,1518,Stone,ORSISL,,,,,,,
1816,2,3,0,0,0,0,2.3,20,1816,Stone,ORSISL,,,,,,,
1886,1,4,0,0,0,0,2.9,20,1886,Stone,ORSISL,,,,,,,
6140,2,3,0,0,0,0,2.7,20,6140,Stone,ORSISL,,,,,,,
6184,2,3,0,0,0,0,2.4,20,6184,Stone,ORSISL,,,,,,,
6213,1,3,0,0,0,0,2.5,20,6213,Stone,ORSISL,,,,,,,
6242,1,3,0,0,0,0,2.1,20,6242,Stone,ORSISL,,,,,,,
6277,2,3,0,1,0,0,2.4,20,6277,Stone,ORSISL,,,,,,,
6342,2,3,0,1,0,2,1.4,20,6342,Stone,ORSISL,,,,,,,
6352,2,4,0,0,0,0,2.5,20,6352,Stone,ORSISL,,,,,,,
6610,2,4,0,0,0,0,3,20,6610,Stone,ORSISL,,,,,,,
6673,2,3,0,1,0,0,3.2,20,6673,Stone,ORSISL,,,,,,,
31687,2,3,0,0,0,0,3,20,31687,Stone,ORSISL,,,,,,,
31701,2,2,0,0,0,0,2.5,20,31701,Stone,ORSISL,,,,,,,
11,2,3,0,0,0,0,2.7,21,11,Stone,ORCASL,,,,,,,
51,2,3,0,0,0,0,2.5,21,51,Stone,ORCASL,,,,,,,
161,1,4,0,0,0,0,2.8,21,161,Stone,ORCASL,,,,,,,
236,2,3,0,0,0,0,2,21,236,Stone,ORCASL,,,,,,,
785,2,3,0,0,0,0,3.6,21,785,Stone,ORCASL,,,,,,,
810,2,3,0,0,0,0,3.3,21,810,Stone,ORCASL,,,,,,,
1105,2,1,0,0,0,0,1.7,21,1105,Stone,ORCASL,,,,,,,
1154,2,3,0,0,0,0,2.9,21,1154,Stone,ORCASL,,,,,,,
1212,2,3,0,0,0,0,3.1,21,1212,Stone,ORCASL,,,,,,,
1246,2,3,0,0,0,0,3.2,21,1246,Stone,ORCASL,,,,,,,
1255,1,3,0,0,0,0,2.8,21,1255,Stone,ORCASL,,,,,,,
5017,2,3,0,0,0,0,3.5,21,5017,Stone,ORCASL,,,,,,,
5066,2,3,0,0,0,0,2.4,21,5066,Stone,ORCASL,,,,,,,
5184,2,3,0,0,0,0,2.6,21,5184,Stone,ORCASL,,,,,,,
5231,2,3,0,0,0,1,2.6,21,5231,Stone,ORCASL,,,,,,,
5725,2,4,0,0,0,0,2.6,21,5725,Stone,ORCASL,,,,,,,
5776,2,3,0,0,0,0,2.9,21,5776,Stone,ORCASL,,,,,,,
6010,2,2,0,0,0,0,2.3,21,6010,Stone,ORCASL,,,,,,,
6028,2,3,0,0,0,0,2.4,21,6028,Stone,ORCASL,,,,,,,
6111,3,3,0,0,0,0,2.2,21,6111,Stone,ORCASL,,,,,,,
357,2,3,0,0,0,0,1.8,22,357,Stone,WACASH,,,,,,,
400,2,2,0,0,0,0,1.6,22,400,Stone,WACASH,,,,,,,
508,,,,,,,,22,508,Stone,WACASH,,,,,,,
561,2,3,0,0,0,0,2.9,22,561,Stone,WACASH,,,,,,,
2027,1,3,0,0,0,0,3,22,2027,Stone,WACASH,,,,,,,
2061,2,4,0,0,0,0,3,22,2061,Stone,WACASH,,,,,,,
2221,2,3,0,0,0,0,2.5,22,2221,Stone,WACASH,,,,,,,
2236,2,3,0,0,0,0,2.9,22,2236,Stone,WACASH,,,,,,,
2295,2,2,0,0,0,0,1.7,22,2295,Stone,WACASH,,,,,,,
2322,2,2,0,0,0,0,2.9,22,2322,Stone,WACASH,,,,,,,
5333,3,1,0,2,0,3,1.5,22,5333,Stone,WACASH,,,,,,,
5377,2,3,0,0,0,0,3.1,22,5377,Stone,WACASH,,,,,,,
5501,1,3,0,0,0,1,2.4,22,5501,Stone,WACASH,,,,,,,
5539,2,3,0,1,0,0,2.4,22,5539,Stone,WACASH,,,,,,,
6829,2,3,0,0,0,0,3.6,22,6829,Stone,WACASH,,,,,,,
6832,2,3,0,1,0,1,2.3,22,6832,Stone,WACASH,,,,,,,
6974,2,2,0,1,0,2,1.2,22,6974,Stone,WACASH,,,,,,,
7002,1,3,0,0,0,0,2.6,22,7002,Stone,WACASH,,,,,,,
7043,1,3,0,1,0,0,3.1,22,7043,Stone,WACASH,,,,,,,
7080,2,3,0,0,0,0,3,22,7080,Stone,WACASH,,,,,,,
255,2,4,0,0,0,0,2.7,23,255,Stone,WACASL,,,,,,,
307,2,3,0,0,0,0,2.4,23,307,Stone,WACASL,,,,,,,
426,2,3,0,0,0,0,3,23,426,Stone,WACASL,,,,,,,
474,2,3,0,0,0,0,3,23,474,Stone,WACASL,,,,,,,
2114,1,4,0,0,0,0,3,23,2114,Stone,WACASL,,,,,,,
2149,2,4,0,0,0,0,2.5,23,2149,Stone,WACASL,,,,,,,
4555,2,3,0,0,0,0,2.6,23,4555,Stone,WACASL,,,,,,,
4599,2,3,0,0,0,0,3.2,23,4599,Stone,WACASL,,,,,,,
4692,1,4,0,0,0,0,2.9,23,4692,Stone,WACASL,,,,,,,
4739,2,3,0,0,0,0,2.3,23,4739,Stone,WACASL,,,,,,,
5262,2,3,0,0,0,0,2.8,23,5262,Stone,WACASL,,,,,,,
5283,2,3,0,0,0,0,2.9,23,5283,Stone,WACASL,,,,,,,
5425,2,3,0,0,0,0,3,23,5425,Stone,WACASL,,,,,,,
5450,2,3,0,0,0,0,2.5,23,5450,Stone,WACASL,,,,,,,
6872,2,3,0,1,0,0,2.6,23,6872,Stone,WACASL,,,,,,,
6928,2,4,0,0,0,0,3,23,6928,Stone,WACASL,,,,,,,
9085,1,3,0,0,0,0,3.2,23,9085,Stone,WACASL,,,,,,,
9145,2,3,0,0,0,0,3,23,9145,Stone,WACASL,,,,,,,
9239,2,3,0,0,0,0,3,23,9239,Stone,WACASL,,,,,,,
9303,2,3,0,0,0,0,3,23,9303,Stone,WACASL,,,,,,,
1764,1,4,0,0,0,0,3,24,1764,Stone,ORCSTS,,,,,,,
1781,2,2,0,0,0,0,2.3,24,1781,Stone,ORCSTS,,,,,,,
2617,2,3,0,0,0,0,2.8,24,2617,Stone,ORCSTS,,,,,,,
2680,2,4,0,0,0,0,2.2,24,2680,Stone,ORCSTS,,,,,,,
2727,2,3,0,1,0,0,2.6,24,2727,Stone,ORCSTS,,,,,,,
2791,2,3,0,0,0,0,2.9,24,2791,Stone,ORCSTS,,,,,,,
4466,2,4,0,0,0,0,2.8,24,4466,Stone,ORCSTS,,,,,,,
4507,1,3,0,0,0,0,2.9,24,4507,Stone,ORCSTS,,,,,,,
4789,2,3,0,0,0,0,2.9,24,4789,Stone,ORCSTS,,,,,,,
4844,1,4,0,0,0,0,2.9,24,4844,Stone,ORCSTS,,,,,,,
6539,2,3,0,0,0,1,2.1,24,6539,Stone,ORCSTS,,,,,,,
6574,1,4,0,0,0,0,2.9,24,6574,Stone,ORCSTS,,,,,,,
7375,2,3,0,1,0,2,2.4,24,7375,Stone,ORCSTS,,,,,,,
7414,,2,0,0,0,0,3,24,7414,Stone,ORCSTS,,,,,,,
7423,1,4,0,0,0,0,2.9,24,7423,Stone,ORCSTS,,,,,,,
7456,2,4,0,1,0,1,2.9,24,7456,Stone,ORCSTS,,,,,,,
7466,2,4,0,0,0,0,2.7,24,7466,Stone,ORCSTS,,,,,,,
9053,2,3,0,1,0,1,2.8,24,9053,Stone,ORCSTS,,,,,,,
9324,2,3,0,0,0,0,2.2,24,9324,Stone,ORCSTS,,,,,,,
9374,2,3,0,0,0,1,2.9,24,9374,Stone,ORCSTS,,,,,,,
592,2,3,0,0,0,0,2.9,25,592,Stone,ORSISH,,,,,,,
624,2,3,0,0,0,0,2.5,25,624,Stone,ORSISH,,,,,,,
632,1,3,0,0,0,0,3,25,632,Stone,ORSISH,,,,,,,
675,2,3,0,0,0,0,2.9,25,675,Stone,ORSISH,,,,,,,
738,1,4,0,0,0,0,3,25,738,Stone,ORSISH,,,,,,,
1601,1,3,0,0,0,0,3,25,1601,Stone,ORSISH,,,,,,,
1617,2,3,0,0,0,0,3,25,1617,Stone,ORSISH,,,,,,,
2357,2,3,0,0,0,0,2.9,25,2357,Stone,ORSISH,,,,,,,
2407,2,4,0,0,0,0,3,25,2407,Stone,ORSISH,,,,,,,
5553,2,3,0,0,0,0,3,25,5553,Stone,ORSISH,,,,,,,
5623,2,4,0,0,0,0,3,25,5623,Stone,ORSISH,,,,,,,
5630,2,4,0,0,0,0,2.7,25,5630,Stone,ORSISH,,,,,,,
5663,1,4,0,0,0,0,3.1,25,5663,Stone,ORSISH,,,,,,,
5676,1,4,0,0,0,0,2.7,25,5676,Stone,ORSISH,,,,,,,
6368,1,3,0,0,0,0,3,25,6368,Stone,ORSISH,,,,,,,
6411,2,4,0,0,0,0,2.8,25,6411,Stone,ORSISH,,,,,,,
7128,2,3,0,1,0,0,2.8,25,7128,Stone,ORSISH,,,,,,,
7180,1,4,0,0,0,0,1.7,25,7180,Stone,ORSISH,,,,,,,
12980,1,3,0,0,0,0,3,25,12980,Stone,ORSISH,,,,,,,
12981,2,4,0,0,0,0,3,25,12981,Stone,ORSISH,,,,,,,
3247,2,3,0,0,0,0,2.5,26,3247,Stone,CASIERRA,,,,,,,
3265,2,4,0,0,0,0,3,26,3265,Stone,CASIERRA,,,,,,,
3318,2,3,0,0,0,0,2.9,26,3318,Stone,CASIERRA,,,,,,,
3351,2,3,0,0,0,0,2.1,26,3351,Stone,CASIERRA,,,,,,,
3399,1,3,0,0,0,0,3,26,3399,Stone,CASIERRA,,,,,,,
3478,2,4,0,0,0,0,2,26,3478,Stone,CASIERRA,,,,,,,
3517,1,4,0,0,0,0,3.1,26,3517,Stone,CASIERRA,,,,,,,
3523,2,3,0,0,0,0,2.5,26,3523,Stone,CASIERRA,,,,,,,
3595,2,3,0,0,0,0,2.6,26,3595,Stone,CASIERRA,,,,,,,
7905,1,4,0,0,0,0,3.1,26,7905,Stone,CASIERRA,,,,,,,
7949,2,3,0,0,0,0,1.2,26,7949,Stone,CASIERRA,,,,,,,
8005,2,3,0,0,0,0,1.3,26,8005,Stone,CASIERRA,,,,,,,
8048,2,3,0,0,0,0,3,26,8048,Stone,CASIERRA,,,,,,,
8057,2,3,0,0,0,0,2.1,26,8057,Stone,CASIERRA,,,,,,,
8100,1,3,0,1,0,0,2.3,26,8100,Stone,CASIERRA,,,,,,,
8132,1,4,0,0,0,0,2.8,26,8132,Stone,CASIERRA,,,,,,,
8167,2,3,0,0,0,0,2.7,26,8167,Stone,CASIERRA,,,,,,,
8170,2,4,0,0,0,0,2.6,26,8170,Stone,CASIERRA,,,,,,,
8193,2,3,0,0,0,0,3,26,8193,Stone,CASIERRA,,,,,,,
8249,2,3,0,0,0,0,3,26,8249,Stone,CASIERRA,,,,,,,
3618,2,3,0,0,0,0,2.3,27,3618,Stone,WACST,,,,,,,
3655,2,4,0,0,0,0,1.2,27,3655,Stone,WACST,,,,,,,
3695,2,3,0,0,0,0,2.9,27,3695,Stone,WACST,,,,,,,
3759,2,3,0,0,0,0,2.9,27,3759,Stone,WACST,,,,,,,
4144,2,4,0,0,0,0,2.6,27,4144,Stone,WACST,,,,,,,
4194,2,4,0,0,0,0,2.6,27,4194,Stone,WACST,,,,,,,
4240,2,3,0,0,0,0,2.1,27,4240,Stone,WACST,,,,,,,
4273,2,3,0,0,0,0,2.7,27,4273,Stone,WACST,,,,,,,
4632,2,4,0,0,0,0,2.1,27,4632,Stone,WACST,,,,,,,
4655,2,4,0,0,0,0,2.8,27,4655,Stone,WACST,,,,,,,
8281,2,3,0,0,0,0,2.2,27,8281,Stone,WACST,,,,,,,
8312,2,3,0,1,0,1,2.5,27,8312,Stone,WACST,,,,,,,
8341,2,4,0,0,0,0,2.7,27,8341,Stone,WACST,,,,,,,
8402,2,3,0,0,0,0,2.8,27,8402,Stone,WACST,,,,,,,
8746,2,4,0,0,0,0,2.6,27,8746,Stone,WACST,,,,,,,
8790,2,3,0,0,0,0,2.7,27,8790,Stone,WACST,,,,,,,
8808,2,4,0,0,0,0,2.8,27,8808,Stone,WACST,,,,,,,
8869,2,3,0,0,0,0,2.5,27,8869,Stone,WACST,,,,,,,
9161,2,4,0,0,0,0,2.9,27,9161,Stone,WACST,,,,,,,
9202,2,4,0,0,0,0,3,27,9202,Stone,WACST,,,,,,,
333,2,4,0,0,0,0,1.3,28,333,Stone,WACASH,,,,,,,
388,2,4,0,0,0,0,2.8,28,388,Stone,WACASH,,,,,,,
554,2,3,0,0,0,0,2.1,28,554,Stone,WACASH,,,,,,,
2026,1,4,0,0,0,0,2.4,28,2026,Stone,WACASH,,,,,,,
2076,2,3,0,0,0,0,1.5,28,2076,Stone,WACASH,,,,,,,
2204,2,4,0,0,0,0,2.3,28,2204,Stone,WACASH,,,,,,,
2274,2,4,0,0,0,0,2.4,28,2274,Stone,WACASH,,,,,,,
2306,2,3,0,0,0,0,1.5,28,2306,Stone,WACASH,,,,,,,
2330,1,3,0,0,0,0,2.5,28,2330,Stone,WACASH,,,,,,,
5326,2,3,0,0,0,0,2.5,28,5326,Stone,WACASH,,,,,,,
5378,2,3,0,0,0,0,3,28,5378,Stone,WACASH,,,,,,,
5497,2,3,0,0,0,0,2.6,28,5497,Stone,WACASH,,,,,,,
5508,2,3,0,0,0,0,2,28,5508,Stone,WACASH,,,,,,,
5544,2,3,0,0,0,0,2.4,28,5544,Stone,WACASH,,,,,,,
6821,2,4,0,0,0,0,3,28,6821,Stone,WACASH,,,,,,,
6833,2,3,0,0,0,0,2.6,28,6833,Stone,WACASH,,,,,,,
6986,1,4,0,0,0,0,2.1,28,6986,Stone,WACASH,,,,,,,
7022,1,4,0,0,0,0,2.5,28,7022,Stone,WACASH,,,,,,,
7032,2,3,0,0,0,0,2.3,28,7032,Stone,WACASH,,,,,,,
7078,2,3,0,0,0,0,2.8,28,7078,Stone,WACASH,,,,,,,
1732,1,3,0,0,0,0,2.5,29,1732,Stone,ORCSTS,,,,,,,
2621,2,3,0,0,0,0,3,29,2621,Stone,ORCSTS,,,,,,,
2655,2,3,0,0,0,0,2,29,2655,Stone,ORCSTS,,,,,,,
2690,2,4,0,0,0,0,3,29,2690,Stone,ORCSTS,,,,,,,
2737,2,3,0,0,0,0,2.4,29,2737,Stone,ORCSTS,,,,,,,
2756,1,4,0,0,0,0,2.7,29,2756,Stone,ORCSTS,,,,,,,
2782,2,3,0,0,0,0,2.2,29,2782,Stone,ORCSTS,,,,,,,
4454,2,4,0,0,0,0,2.4,29,4454,Stone,ORCSTS,,,,,,,
4500,1,4,0,0,0,0,3.8,29,4500,Stone,ORCSTS,,,,,,,
4786,1,4,0,0,0,0,2.1,29,4786,Stone,ORCSTS,,,,,,,
4825,2,3,0,0,0,0,2.7,29,4825,Stone,ORCSTS,,,,,,,
6537,2,3,0,0,0,0,2.9,29,6537,Stone,ORCSTS,,,,,,,
6572,2,4,0,0,0,0,2.8,29,6572,Stone,ORCSTS,,,,,,,
7364,2,4,0,0,0,0,2.2,29,7364,Stone,ORCSTS,,,,,,,
7393,1,4,0,1,0,0,3,29,7393,Stone,ORCSTS,,,,,,,
7427,1,4,0,0,0,0,2.5,29,7427,Stone,ORCSTS,,,,,,,
7468,2,4,0,0,0,0,3,29,7468,Stone,ORCSTS,,,,,,,
9062,1,3,0,1,0,0,2.9,29,9062,Stone,ORCSTS,,,,,,,
9332,2,4,0,0,0,0,2.1,29,9332,Stone,ORCSTS,,,,,,,
9377,2,4,0,0,0,0,3.3,29,9377,Stone,ORCSTS,,,,,,,
3771,1,4,0,1,0,0,2.6,30,3771,Stone,CACST,,,,,,,
3843,2,2,0,1,0,0,0.9,30,3843,Stone,CACST,,,,,,,
3883,2,3,0,1,0,1,2.1,30,3883,Stone,CACST,,,,,,,
3925,1,3,0,1,0,0,3,30,3925,Stone,CACST,,,,,,,
3979,2,2,0,2,0,2,1.1,30,3979,Stone,CACST,,,,,,,
4014,2,2,0,1,0,0,2.1,30,4014,Stone,CACST,,,,,,,
4047,2,2,0,2,0,2,1.1,30,4047,Stone,CACST,,,,,,,
4079,2,3,0,0,0,0,3,30,4079,Stone,CACST,,,,,,,
4102,2,3,0,0,0,0,2.8,30,4102,Stone,CACST,,,,,,,
8440,2,3,0,1,0,1,1.3,30,8440,Stone,CACST,,,,,,,
8462,1,3,0,1,0,1,2.6,30,8462,Stone,CACST,,,,,,,
8512,2,3,0,1,0,1,1.4,30,8512,Stone,CACST,,,,,,,
8523,1,3,0,1,0,1,2.3,30,8523,Stone,CACST,,,,,,,
8578,3,1,0,3,0,3,0.4,30,8578,Stone,CACST,,,,,,,
8619,1,3,0,1,0,1,3,30,8619,Stone,CACST,,,,,,,
8634,2,3,0,1,0,1,2.1,30,8634,Stone,CACST,,,,,,,
8695,2,3,0,1,0,0,2.2,30,8695,Stone,CACST,,,,,,,
8716,2,3,0,1,0,1,1.7,30,8716,Stone,CACST,,,,,,,
32768,2,3,0,1,0,1,2,30,32768,Stone,CACST,,,,,,,
32956,2,3,0,0,0,0,3,30,32956,Stone,CACST,,,,,,,
2840,2,3,0,0,0,0,2.9,31,2840,Stone,CAKLA,,,,,,,
2878,2,4,0,1,0,1,1.9,31,2878,Stone,CAKLA,,,,,,,
2910,1,3,0,0,0,0,2.5,31,2910,Stone,CAKLA,,,,,,,
2961,2,3,0,0,0,0,3,31,2961,Stone,CAKLA,,,,,,,
2997,1,4,0,0,0,0,3,31,2997,Stone,CAKLA,,,,,,,
3028,2,4,0,0,0,0,2.8,31,3028,Stone,CAKLA,,,,,,,
3077,2,4,0,0,0,0,2.7,31,3077,Stone,CAKLA,,,,,,,
3122,1,3,0,0,0,0,3,31,3122,Stone,CAKLA,,,,,,,
3166,1,4,0,0,0,0,2.8,31,3166,Stone,CAKLA,,,,,,,
7526,2,3,0,0,0,0,2.9,31,7526,Stone,CAKLA,,,,,,,
7568,2,4,0,0,0,0,3.1,31,7568,Stone,CAKLA,,,,,,,
7600,1,3,0,1,0,1,3,31,7600,Stone,CAKLA,,,,,,,
7626,2,4,0,0,0,0,3,31,7626,Stone,CAKLA,,,,,,,
7691,2,3,0,1,0,1,2.6,31,7691,Stone,CAKLA,,,,,,,
7728,2,3,0,1,0,1,2.4,31,7728,Stone,CAKLA,,,,,,,
7771,1,4,0,0,0,0,3,31,7771,Stone,CAKLA,,,,,,,
7796,2,3,0,1,0,0,3,31,7796,Stone,CAKLA,,,,,,,
7837,2,4,0,0,0,0,2.7,31,7837,Stone,CAKLA,,,,,,,
7889,2,4,0,0,0,0,3,31,7889,Stone,CAKLA,,,,,,,
7897,1,4,0,1,0,0,3,31,7897,Stone,CAKLA,,,,,,,
1288,2,4,0,0,0,0,3,32,1288,Stone,ORSISL,,,,,,,
1304,1,4,0,0,0,0,3,32,1304,Stone,ORSISL,,,,,,,
1323,1,4,0,0,0,0,2.6,32,1323,Stone,ORSISL,,,,,,,
1380,2,4,0,0,0,0,2.9,32,1380,Stone,ORSISL,,,,,,,
1408,1,4,0,0,0,0,2.5,32,1408,Stone,ORSISL,,,,,,,
1480,2,3,0,1,0,0,2.5,32,1480,Stone,ORSISL,,,,,,,
1545,1,4,0,0,0,0,3,32,1545,Stone,ORSISL,,,,,,,
1819,2,4,0,0,0,0,2.9,32,1819,Stone,ORSISL,,,,,,,
1887,2,3,0,0,0,1,2.5,32,1887,Stone,ORSISL,,,,,,,
6132,1,4,0,0,0,0,3,32,6132,Stone,ORSISL,,,,,,,
6183,1,4,0,0,0,0,3,32,6183,Stone,ORSISL,,,,,,,
6221,1,4,0,0,0,0,3.1,32,6221,Stone,ORSISL,,,,,,,
6269,2,4,0,0,0,0,3,32,6269,Stone,ORSISL,,,,,,,
6303,2,3,0,0,0,0,2.4,32,6303,Stone,ORSISL,,,,,,,
6335,2,4,0,0,0,0,2.8,32,6335,Stone,ORSISL,,,,,,,
6351,1,4,0,0,0,0,3,32,6351,Stone,ORSISL,,,,,,,
6606,2,4,0,0,0,0,2.4,32,6606,Stone,ORSISL,,,,,,,
31709,2,3,0,0,0,0,3,32,31709,Stone,ORSISL,,,,,,,
31711,1,3,0,0,0,0,2.9,32,31711,Stone,ORSISL,,,,,,,
31712,1,4,0,0,0,0,3,32,31712,Stone,ORSISL,,,,,,,
107,2,3,0,0,0,0,2.1,33,107,Stone,ORCASH,,,,,,,
149,1,3,0,0,0,0,2.7,33,149,Stone,ORCASH,,,,,,,
836,1,4,0,0,0,0,2.8,33,836,Stone,ORCASH,,,,,,,
902,2,4,0,0,0,0,2.4,33,902,Stone,ORCASH,,,,,,,
958,1,4,0,0,0,0,3,33,958,Stone,ORCASH,,,,,,,
1010,2,4,0,0,0,0,2.2,33,1010,Stone,ORCASH,,,,,,,
1081,1,4,0,0,0,0,3.1,33,1081,Stone,ORCASH,,,,,,,
1931,2,3,0,1,0,1,2.6,33,1931,Stone,ORCASH,,,,,,,
1955,2,4,0,0,0,0,1.7,33,1955,Stone,ORCASH,,,,,,,
2012,2,4,0,0,0,1,1.9,33,2012,Stone,ORCASH,,,,,,,
5094,2,3,0,0,0,0,2.3,33,5094,Stone,ORCASH,,,,,,,
5127,2,4,0,0,0,0,3,33,5127,Stone,ORCASH,,,,,,,
5812,1,4,0,0,0,0,3.2,33,5812,Stone,ORCASH,,,,,,,
5863,2,4,0,0,0,0,3,33,5863,Stone,ORCASH,,,,,,,
5894,2,4,0,0,0,0,2.8,33,5894,Stone,ORCASH,,,,,,,
5928,2,3,0,0,0,0,2,33,5928,Stone,ORCASH,,,,,,,
5957,1,4,0,0,0,0,3.3,33,5957,Stone,ORCASH,,,,,,,
6708,2,3,0,0,0,0,2.1,33,6708,Stone,ORCASH,,,,,,,
6745,2,3,0,0,0,0,3,33,6745,Stone,ORCASH,,,,,,,
6767,2,3,0,0,0,0,2.4,33,6767,Stone,ORCASH,,,,,,,
1668,2,4,0,0,0,0,2.4,34,1668,Stone,ORCSTN,,,,,,,
1692,2,3,0,0,0,0,1.2,34,1692,Stone,ORCSTN,,,,,,,
2472,2,3,0,0,0,0,2.8,34,2472,Stone,ORCSTN,,,,,,,
2497,2,3,0,0,0,0,2.2,34,2497,Stone,ORCSTN,,,,,,,
2538,2,3,0,0,0,0,2.1,34,2538,Stone,ORCSTN,,,,,,,
2603,1,4,0,0,0,0,2,34,2603,Stone,ORCSTN,,,,,,,
4315,2,3,0,0,0,0,2.5,34,4315,Stone,ORCSTN,,,,,,,
4336,2,3,0,0,0,0,2.1,34,4336,Stone,ORCSTN,,,,,,,
4374,2,4,0,0,0,0,2.6,34,4374,Stone,ORCSTN,,,,,,,
4439,1,4,0,0,0,0,1.5,34,4439,Stone,ORCSTN,,,,,,,
6431,2,3,0,0,0,0,2.8,34,6431,Stone,ORCSTN,,,,,,,
6477,1,3,0,0,0,0,3,34,6477,Stone,ORCSTN,,,,,,,
7214,1,4,0,0,0,0,2.9,34,7214,Stone,ORCSTN,,,,,,,
7261,1,4,0,0,0,0,2,34,7261,Stone,ORCSTN,,,,,,,
7299,2,3,0,0,0,0,1.1,34,7299,Stone,ORCSTN,,,,,,,
7309,1,4,0,0,0,1,3,34,7309,Stone,ORCSTN,,,,,,,
8910,2,4,0,0,0,0,3,34,8910,Stone,ORCSTN,,,,,,,
8945,1,3,0,0,0,0,2.7,34,8945,Stone,ORCSTN,,,,,,,
8980,1,4,0,0,0,0,2.9,34,8980,Stone,ORCSTN,,,,,,,
9018,2,3,0,0,0,0,2,34,9018,Stone,ORCSTN,,,,,,,
259,2,4,0,0,0,0,2.7,35,259,Stone,WACASL,,,,,,,
298,1,4,0,0,0,0,2.9,35,298,Stone,WACASL,,,,,,,
443,2,3,0,0,0,0,3,35,443,Stone,WACASL,,,,,,,
470,2,3,0,0,0,0,2.8,35,470,Stone,WACASL,,,,,,,
2133,2,3,0,0,0,0,3.1,35,2133,Stone,WACASL,,,,,,,
2163,2,4,0,0,0,0,2.5,35,2163,Stone,WACASL,,,,,,,
4541,2,4,0,0,0,0,3,35,4541,Stone,WACASL,,,,,,,
4577,2,4,0,0,0,0,2.9,35,4577,Stone,WACASL,,,,,,,
4702,2,3,0,0,0,0,3,35,4702,Stone,WACASL,,,,,,,
4748,2,3,0,0,0,0,1.9,35,4748,Stone,WACASL,,,,,,,
5256,2,4,0,0,0,0,2.4,35,5256,Stone,WACASL,,,,,,,
5308,2,4,0,0,0,0,2.8,35,5308,Stone,WACASL,,,,,,,
5409,1,3,0,0,0,0,3,35,5409,Stone,WACASL,,,,,,,
5461,2,3,0,0,0,0,2.9,35,5461,Stone,WACASL,,,,,,,
6898,1,3,0,0,0,0,3,35,6898,Stone,WACASL,,,,,,,
6945,2,3,0,1,0,1,2.7,35,6945,Stone,WACASL,,,,,,,
9096,2,3,0,0,0,0,2.4,35,9096,Stone,WACASL,,,,,,,
9124,2,3,0,0,0,0,2.6,35,9124,Stone,WACASL,,,,,,,
9238,2,4,0,0,0,0,3,35,9238,Stone,WACASL,,,,,,,
9286,2,4,0,0,0,0,2.1,35,9286,Stone,WACASL,,,,,,,
18,2,3,0,0,0,0,3,36,18,Stone,ORCASL,,,,,,,
44,2,4,0,0,0,0,2.9,36,44,Stone,ORCASL,,,,,,,
190,2,4,0,0,0,0,2.8,36,190,Stone,ORCASL,,,,,,,
220,1,4,0,0,0,0,3,36,220,Stone,ORCASL,,,,,,,
759,2,4,0,0,0,0,3,36,759,Stone,ORCASL,,,,,,,
798,2,4,0,0,0,0,3.3,36,798,Stone,ORCASL,,,,,,,
1128,,,,,,,,36,1128,Stone,ORCASL,,,,,,,
1162,2,3,0,0,0,0,3,36,1162,Stone,ORCASL,,,,,,,
1229,2,4,0,0,0,0,3,36,1229,Stone,ORCASL,,,,,,,
5013,2,4,0,0,0,1,2.1,36,5013,Stone,ORCASL,,,,,,,
5050,1,4,0,0,0,0,2.1,36,5050,Stone,ORCASL,,,,,,,
5165,2,4,0,0,0,0,3,36,5165,Stone,ORCASL,,,,,,,
5223,2,4,0,0,0,0,2.4,36,5223,Stone,ORCASL,,,,,,,
5723,2,3,0,0,0,0,2.2,36,5723,Stone,ORCASL,,,,,,,
5749,2,3,0,0,0,0,3,36,5749,Stone,ORCASL,,,,,,,
5777,1,3,0,0,0,0,2.1,36,5777,Stone,ORCASL,,,,,,,
5994,2,3,0,0,0,0,3,36,5994,Stone,ORCASL,,,,,,,
6048,2,3,0,0,0,0,2.9,36,6048,Stone,ORCASL,,,,,,,
6078,1,3,0,0,0,0,3.2,36,6078,Stone,ORCASL,,,,,,,
6094,2,4,0,0,0,0,3.3,36,6094,Stone,ORCASL,,,,,,,
243,1,4,0,0,0,0,2.9,37,243,Stone,WACASL,,,,,,,
316,1,3,0,0,0,0,3.3,37,316,Stone,WACASL,,,,,,,
430,2,3,0,0,0,0,2.8,37,430,Stone,WACASL,,,,,,,
448,2,2,0,1,0,1,1.4,37,448,Stone,WACASL,,,,,,,
2135,2,3,0,0,0,0,3,37,2135,Stone,WACASL,,,,,,,
2150,2,3,0,0,0,0,2.7,37,2150,Stone,WACASL,,,,,,,
4525,2,3,0,0,0,1,2.4,37,4525,Stone,WACASL,,,,,,,
